trialResp.keys,trialResp.corr,trialResp.rt,trials1.thisRepN,trials1.thisTrialN,trials1.thisN,trials1.thisIndex,trials1.ran,square,loc1,loc2,corrAns,participant,session,date,expName,psychopyVersion,OS,frameRate
space,0,0.4207,0,0,0,0,1,6,0.2,0,,【表情】,001,2022-03-23_09h56.22.672,nBackAlpha3,2020.1.3,Win32,60
,0,,0,1,1,1,1,6,0.2,0,space,【表情】,001,2022-03-23_09h56.22.672,nBackAlpha3,2020.1.3,Win32,60
space,0,0.5018,0,2,2,2,1,2,0,0.2,,【表情】,001,2022-03-23_09h56.22.672,nBackAlpha3,2020.1.3,Win32,60
