trialResp.keys,trialResp.corr,trialResp.rt,trials1.thisRepN,trials1.thisTrialN,trials1.thisN,trials1.thisIndex,trials1.ran,square,loc1,loc2,corrAns,participant,session,date,expName,psychopyVersion,OS,frameRate
space,0,1.2844,0,0,0,0,1,6,0.2,0,,1,001,2025-12-29_15h44.51.311,nBackAlpha3,2020.1.3,Win32,60
space,1,0.6142,0,1,1,1,1,6,0.2,0,space,1,001,2025-12-29_15h44.51.311,nBackAlpha3,2020.1.3,Win32,60
space,0,0.3268,0,2,2,2,1,2,0,0.2,,1,001,2025-12-29_15h44.51.311,nBackAlpha3,2020.1.3,Win32,60
space,0,0.29,0,3,3,3,1,9,0.2,-0.2,,1,001,2025-12-29_15h44.51.311,nBackAlpha3,2020.1.3,Win32,60
,0,,0,4,4,4,1,9,0.2,-0.2,space,1,001,2025-12-29_15h44.51.311,nBackAlpha3,2020.1.3,Win32,60
