trialResp.keys,trialResp.corr,trialResp.rt,trials1.thisRepN,trials1.thisTrialN,trials1.thisN,trials1.thisIndex,trials1.ran,square,loc1,loc2,corrAns,participant,session,date,expName,psychopyVersion,OS,frameRate
space,0,0.9598,0,0,0,0,1,6,0.2,0,,1,001,2022-11-07_01h44.37.370,nBackAlpha3,2020.1.3,MacIntel,60
space,1,0.5496,0,1,1,1,1,6,0.2,0,space,1,001,2022-11-07_01h44.37.370,nBackAlpha3,2020.1.3,MacIntel,60
