trialResp.keys,trialResp.corr,trials1.thisRepN,trials1.thisTrialN,trials1.thisN,trials1.thisIndex,trials1.ran,square,loc1,loc2,corrAns,participant,session,date,expName,psychopyVersion,OS,frameRate,trialResp.rt
,1,0,0,0,0,1,6,0.2,0,,sadf,001,2023-09-28_10h54.58.648,nBackAlpha3,2020.1.3,MacIntel,60,
space,1,0,1,1,1,1,6,0.2,0,space,sadf,001,2023-09-28_10h54.58.648,nBackAlpha3,2020.1.3,MacIntel,60,0.5052
,1,0,2,2,2,1,2,0,0.2,,sadf,001,2023-09-28_10h54.58.648,nBackAlpha3,2020.1.3,MacIntel,60,
,1,0,3,3,3,1,9,0.2,-0.2,,sadf,001,2023-09-28_10h54.58.648,nBackAlpha3,2020.1.3,MacIntel,60,
space,1,0,4,4,4,1,9,0.2,-0.2,space,sadf,001,2023-09-28_10h54.58.648,nBackAlpha3,2020.1.3,MacIntel,60,0.3441
,1,0,5,5,5,1,6,0.2,0,,sadf,001,2023-09-28_10h54.58.648,nBackAlpha3,2020.1.3,MacIntel,60,
